timestamp,open,high,low,close
1970-07-08,110.45,110.45,110.45,110.45
1970-07-09,110.66,110.66,110.66,110.66
1970-07-10,110.9,110.9,110.9,110.9
1970-07-13,110.91,110.91,110.91,110.91
1970-07-14,109.7,109.7,109.7,109.7
1970-07-15,110.15,110.15,110.15,110.15
1970-07-16,110.24,110.24,110.24,110.24
1970-07-17,110.09,110.09,110.09,110.09
1970-07-20,109.56,109.56,109.56,109.56
1970-07-21,109.68,109.68,109.68,109.68
1970-07-22,110.39,110.39,110.39,110.39
1970-07-23,110.68,110.68,110.68,110.68
1970-07-24,110.13,110.13,110.13,110.13
1970-07-27,109.78,109.78,109.78,109.78
1970-07-28,108.76,108.76,108.76,108.76
1970-07-29,109.29,109.29,109.29,109.29
1970-07-30,109.04,109.04,109.04,109.04
1970-07-31,109.07,109.07,109.07,109.07
1970-08-03,109.48,109.48,109.48,109.48
1970-08-04,109.57,109.57,109.57,109.57
1970-08-05,109,109,109,109
1970-08-06,109.04,109.04,109.04,109.04
1970-08-07,109.05,109.05,109.05,109.05
1970-08-10,108.76,108.76,108.76,108.76
1970-08-11,109.01,109.01,109.01,109.01
1970-08-12,109.86,109.86,109.86,109.86
1970-08-13,110.1,110.1,110.1,110.1
1970-08-14,111.01,111.01,111.01,111.01
1970-08-17,115.3,115.3,115.3,115.3
1970-08-18,112.62,112.62,112.62,112.62
1970-08-19,114.92,114.92,114.92,114.92
1970-08-20,114.43,114.43,114.43,114.43
1970-08-21,112.63,112.63,112.63,112.63
1970-08-24,112.65,112.65,112.65,112.65
1970-08-25,114.5,114.5,114.5,114.5
1970-08-26,113.57,113.57,113.57,113.57
1970-08-27,114.35,114.35,114.35,114.35
1970-08-28,114.56,114.56,114.56,114.56
1970-08-31,114.63,114.63,114.63,114.63
1970-09-01,113.48,113.48,113.48,113.48
1970-09-02,113.85,113.85,113.85,113.85
1970-09-03,114.19,114.19,114.19,114.19
1970-09-04,115.02,115.02,115.02,115.02
1970-09-08,115.4,115.4,115.4,115.4
1970-09-09,115.81,115.81,115.81,115.81
1970-09-10,115.89,115.89,115.89,115.89
1970-09-11,115.76,115.76,115.76,115.76
1970-09-14,117.49,117.49,117.49,117.49
1970-09-15,117.23,117.23,117.23,117.23
1970-09-16,116.89,116.89,116.89,116.89
1970-09-17,115.33,115.33,115.33,115.33
1970-09-18,116.32,116.32,116.32,116.32
1970-09-21,115.69,115.69,115.69,115.69
1970-09-22,116.65,116.65,116.65,116.65
1970-09-23,116.93,116.93,116.93,116.93
1970-09-24,116.71,116.71,116.71,116.71
1970-09-25,116.75,116.75,116.75,116.75
1970-09-28,116.59,116.59,116.59,116.59
1970-09-29,116.04,116.04,116.04,116.04
1970-09-30,116.07,116.07,116.07,116.07
1970-10-01,115.81,115.81,115.81,115.81
1970-10-02,116.52,116.52,116.52,116.52
1970-10-05,117.37,117.37,117.37,117.37
1970-10-06,116.69,116.69,116.69,116.69
1970-10-07,116.9,116.9,116.9,116.9
1970-10-08,117.26,117.26,117.26,117.26
1970-10-09,116.86,116.86,116.86,116.86
1970-10-12,117.43,117.43,117.43,117.43
1970-10-13,116.41,116.41,116.41,116.41
1970-10-14,116.18,116.18,116.18,116.18
1970-10-15,116.71,116.71,116.71,116.71
1970-10-16,116.46,116.46,116.46,116.46
1970-10-19,116.01,116.01,116.01,116.01
1970-10-20,116.49,116.49,116.49,116.49
1970-10-21,116.71,116.71,116.71,116.71
1970-10-22,117.52,117.52,117.52,117.52
1970-10-23,118.67,118.67,118.67,118.67
1970-10-26,117.84,117.84,117.84,117.84
1970-10-27,117.76,117.76,117.76,117.76
1970-10-28,116.95,116.95,116.95,116.95
1970-10-29,116.17,116.17,116.17,116.17
1970-10-30,115.66,115.66,115.66,115.66
1970-11-02,115.84,115.84,115.84,115.84
1970-11-04,116.72,116.72,116.72,116.72
1970-11-05,117.73,117.73,117.73,117.73
1970-11-06,116.42,116.42,116.42,116.42
1970-11-09,116.61,116.61,116.61,116.61
1970-11-10,116.55,116.55,116.55,116.55
1970-11-11,116.46,116.46,116.46,116.46
1970-11-12,116.41,116.41,116.41,116.41
1970-11-13,116.18,116.18,116.18,116.18
1970-11-16,115.05,115.05,115.05,115.05
1970-11-17,115.08,115.08,115.08,115.08
1970-11-18,114.9,114.9,114.9,114.9
1970-11-19,114.82,114.82,114.82,114.82
1970-11-20,114.79,114.79,114.79,114.79
1970-11-23,114.74,114.74,114.74,114.74
1970-11-24,113.83,113.83,113.83,113.83
1970-11-25,113.34,113.34,113.34,113.34
1970-11-27,114.05,114.05,114.05,114.05
1970-11-30,114.07,114.07,114.07,114.07
1970-12-01,114.95,114.95,114.95,114.95
1970-12-02,114.2,114.2,114.2,114.2
1970-12-03,114,114,114,114
1970-12-04,114.34,114.34,114.34,114.34
1970-12-07,113.5,113.5,113.5,113.5
1970-12-08,112.22,112.22,112.22,112.22
1970-12-09,112.25,112.25,112.25,112.25
1970-12-10,111.78,111.78,111.78,111.78
1970-12-11,111.96,111.96,111.96,111.96
1970-12-14,112.17,112.17,112.17,112.17
1970-12-15,112.91,112.91,112.91,112.91
1970-12-16,113.94,113.94,113.94,113.94
1970-12-17,113.8,113.8,113.8,113.8
1970-12-18,114.65,114.65,114.65,114.65
1970-12-21,114.67,114.67,114.67,114.67
1970-12-22,114.98,114.98,114.98,114.98
1970-12-23,115.24,115.24,115.24,115.24
1970-12-24,114.71,114.71,114.71,114.71
1970-12-28,115.01,115.01,115.01,115.01
1970-12-29,114.81,114.81,114.81,114.81
1970-12-30,114.39,114.39,114.39,114.39
1970-12-31,115.1,115.1,115.1,115.1
1971-01-04,115.78,115.78,115.78,115.78
1971-01-05,115.82,115.82,115.82,115.82
1971-01-06,115.32,115.32,115.32,115.32
1971-01-07,114.69,114.69,114.69,114.69
1971-01-08,115.39,115.39,115.39,115.39
1971-01-11,115.8,115.8,115.8,115.8
1971-01-12,116.44,116.44,116.44,116.44
1971-01-13,116.79,116.79,116.79,116.79
1971-01-14,117.64,117.64,117.64,117.64
1971-01-15,117.99,117.99,117.99,117.99
1971-01-18,118.36,118.36,118.36,118.36
1971-01-19,120.39,120.39,120.39,120.39
1971-01-20,119.89,119.89,119.89,119.89
1971-01-21,119.81,119.81,119.81,119.81
1971-01-22,119.82,119.82,119.82,119.82
1971-01-25,120.33,120.33,120.33,120.33
1971-01-26,120.23,120.23,120.23,120.23
1971-01-27,119.55,119.55,119.55,119.55
1971-01-28,119.92,119.92,119.92,119.92
1971-01-29,120.95,120.95,120.95,120.95
1971-02-01,122.99,122.99,122.99,122.99
1971-02-02,123.06,123.06,123.06,123.06
1971-02-03,122.54,122.54,122.54,122.54
1971-02-04,122.77,122.77,122.77,122.77
1971-02-05,122.17,122.17,122.17,122.17
1971-02-08,122.42,122.42,122.42,122.42
1971-02-09,123.14,123.14,123.14,123.14
1971-02-10,123.23,123.23,123.23,123.23
1971-02-11,123.41,123.41,123.41,123.41
1971-02-12,123.8,123.8,123.8,123.8
1971-02-16,122.78,122.78,122.78,122.78
1971-02-17,122.27,122.27,122.27,122.27
1971-02-18,121.65,121.65,121.65,121.65
1971-02-19,121.78,121.78,121.78,121.78
1971-02-22,122.9,122.9,122.9,122.9
1971-02-23,122.03,122.03,122.03,122.03
1971-02-24,120.03,120.03,120.03,120.03
1971-02-25,119.65,119.65,119.65,119.65
1971-02-26,119.78,119.78,119.78,119.78
1971-03-01,120.37,120.37,120.37,120.37
1971-03-02,121.58,121.58,121.58,121.58
1971-03-03,121.19,121.19,121.19,121.19
1971-03-04,121.14,121.14,121.14,121.14
1971-03-05,121.25,121.25,121.25,121.25
1971-03-08,120.92,120.92,120.92,120.92
1971-03-09,120.97,120.97,120.97,120.97
1971-03-10,121.1,121.1,121.1,121.1
1971-03-11,120.91,120.91,120.91,120.91
1971-03-12,120.48,120.48,120.48,120.48
1971-03-15,121.79,121.79,121.79,121.79
1971-03-16,121.49,121.49,121.49,121.49
1971-03-17,120.42,120.42,120.42,120.42
1971-03-18,121.71,121.71,121.71,121.71
1971-03-19,121.36,121.36,121.36,121.36
1971-03-22,122.19,122.19,122.19,122.19
1971-03-23,122.22,122.22,122.22,122.22
1971-03-24,122.3,122.3,122.3,122.3
1971-03-25,121.84,121.84,121.84,121.84
1971-03-26,121.07,121.07,121.07,121.07
1971-03-29,121.5,121.5,121.5,121.5
1971-03-30,121.02,121.02,121.02,121.02
1971-03-31,121.03,121.03,121.03,121.03
1971-04-01,122.28,122.28,122.28,122.28
1971-04-02,123.18,123.18,123.18,123.18
1971-04-05,123.3,123.3,123.3,123.3
1971-04-06,123.13,123.13,123.13,123.13
1971-04-07,122.94,122.94,122.94,122.94
1971-04-08,123.75,123.75,123.75,123.75
1971-04-12,125.63,125.63,125.63,125.63
1971-04-13,125.34,125.34,125.34,125.34
1971-04-14,125.22,125.22,125.22,125.22
1971-04-15,124.66,124.66,124.66,124.66
1971-04-16,123.88,123.88,123.88,123.88
1971-04-19,122.57,122.57,122.57,122.57
1971-04-20,122.44,122.44,122.44,122.44
1971-04-21,122.83,122.83,122.83,122.83
1971-04-22,123.37,123.37,123.37,123.37
1971-04-23,121.87,121.87,121.87,121.87
1971-04-26,120.51,120.51,120.51,120.51
1971-04-27,121.18,121.18,121.18,121.18
1971-04-28,121.38,121.38,121.38,121.38
1971-04-29,121.74,121.74,121.74,121.74
1971-04-30,121.79,121.79,121.79,121.79
1971-05-03,122.29,122.29,122.29,122.29
1971-05-04,122.19,122.19,122.19,122.19
1971-05-05,121.93,121.93,121.93,121.93
1971-05-06,122.51,122.51,122.51,122.51
1971-05-07,122.75,122.75,122.75,122.75
1971-05-10,122.49,122.49,122.49,122.49
1971-05-11,122.33,122.33,122.33,122.33
1971-05-12,122.53,122.53,122.53,122.53
1971-05-13,122.24,122.24,122.24,122.24
1971-05-14,122.66,122.66,122.66,122.66
1971-05-17,122.66,122.66,122.66,122.66
1971-05-18,122.29,122.29,122.29,122.29
1971-05-19,122.77,122.77,122.77,122.77
1971-05-20,122.97,122.97,122.97,122.97
1971-05-21,123.83,123.83,123.83,123.83
1971-05-24,123.77,123.77,123.77,123.77
1971-05-25,124.81,124.81,124.81,124.81
1971-05-26,125.04,125.04,125.04,125.04
1971-05-27,126.04,126.04,126.04,126.04
1971-05-28,126.28,126.28,126.28,126.28
1971-06-01,126.4,126.4,126.4,126.4
1971-06-02,125.37,125.37,125.37,125.37
1971-06-03,126.2,126.2,126.2,126.2
1971-06-04,126.29,126.29,126.29,126.29
1971-06-07,125.35,125.35,125.35,125.35
1971-06-08,125.21,125.21,125.21,125.21
1971-06-09,125.81,125.81,125.81,125.81
1971-06-10,127.97,127.97,127.97,127.97
1971-06-11,128.51,128.51,128.51,128.51
1971-06-14,127.62,127.62,127.62,127.62
1971-06-15,126.97,126.97,126.97,126.97
1971-06-16,128.89,128.89,128.89,128.89
1971-06-17,128.88,128.88,128.88,128.88
1971-06-18,127.97,127.97,127.97,127.97
1971-06-21,126.83,126.83,126.83,126.83
1971-06-22,127.57,127.57,127.57,127.57
1971-06-23,126.4,126.4,126.4,126.4
1971-06-24,125.94,125.94,125.94,125.94
1971-06-25,125.93,125.93,125.93,125.93
1971-06-28,125.55,125.55,125.55,125.55
1971-06-29,125.31,125.31,125.31,125.31
1971-06-30,125,125,125,125
1971-07-01,125.6,125.6,125.6,125.6
1971-07-02,125.87,125.87,125.87,125.87
1971-07-06,124.42,124.42,124.42,124.42
1971-07-07,124.61,124.61,124.61,124.61
1971-07-08,124.38,124.38,124.38,124.38
1971-07-09,124.26,124.26,124.26,124.26
1971-07-12,124.49,124.49,124.49,124.49
1971-07-13,124.64,124.64,124.64,124.64
1971-07-14,126.11,126.11,126.11,126.11
1971-07-15,125.53,125.53,125.53,125.53
1971-07-16,126.57,126.57,126.57,126.57
1971-07-19,127.47,127.47,127.47,127.47
1971-07-20,126.67,126.67,126.67,126.67
1971-07-21,126.87,126.87,126.87,126.87
1971-07-22,127.03,127.03,127.03,127.03
1971-07-23,127,127,127,127
1971-07-26,127.01,127.01,127.01,127.01
1971-07-27,125.77,125.77,125.77,125.77
1971-07-28,125.11,125.11,125.11,125.11
1971-07-29,125.55,125.55,125.55,125.55
1971-07-30,125.84,125.84,125.84,125.84
1971-08-02,126.02,126.02,126.02,126.02
1971-08-03,125.88,125.88,125.88,125.88
1971-08-04,124.95,124.95,124.95,124.95
1971-08-05,124.8,124.8,124.8,124.8
1971-08-06,125.5,125.5,125.5,125.5
1971-08-09,125.92,125.92,125.92,125.92
1971-08-10,125.31,125.31,125.31,125.31
1971-08-11,125.49,125.49,125.49,125.49
1971-08-12,126.21,126.21,126.21,126.21
1971-08-13,127.01,127.01,127.01,127.01
1971-08-16,126.08,126.08,126.08,126.08
1971-08-17,126.2,126.2,126.2,126.2
1971-08-18,126.29,126.29,126.29,126.29
1971-08-19,125.51,125.51,125.51,125.51
1971-08-20,125.54,125.54,125.54,125.54
1971-08-23,125.1,125.1,125.1,125.1
1971-08-24,125.64,125.64,125.64,125.64
1971-08-25,125.29,125.29,125.29,125.29
1971-08-26,125.48,125.48,125.48,125.48
1971-08-27,126.19,126.19,126.19,126.19
1971-08-30,125.88,125.88,125.88,125.88
1971-08-31,125.27,125.27,125.27,125.27
1971-09-01,125.52,125.52,125.52,125.52
1971-09-02,126.75,126.75,126.75,126.75
1971-09-03,126.83,126.83,126.83,126.83
1971-09-07,126.85,126.85,126.85,126.85
1971-09-08,126.1,126.1,126.1,126.1
1971-09-09,126.63,126.63,126.63,126.63
1971-09-10,125.8,125.8,125.8,125.8
1971-09-13,125.29,125.29,125.29,125.29
1971-09-14,124.94,124.94,124.94,124.94
1971-09-15,124.14,124.14,124.14,124.14
1971-09-16,123.52,123.52,123.52,123.52
1971-09-17,123.72,123.72,123.72,123.72
1971-09-20,123.56,123.56,123.56,123.56
1971-09-21,124.1,124.1,124.1,124.1
1971-09-22,124.32,124.32,124.32,124.32
1971-09-23,124.09,124.09,124.09,124.09
1971-09-24,125.31,125.31,125.31,125.31
1971-09-27,125.54,125.54,125.54,125.54
1971-09-28,124.7,124.7,124.7,124.7
1971-09-29,124.68,124.68,124.68,124.68
1971-09-30,125.26,125.26,125.26,125.26
1971-10-01,125.9,125.9,125.9,125.9
1971-10-04,125.2,125.2,125.2,125.2
1971-10-05,125.57,125.57,125.57,125.57
1971-10-06,126.13,126.13,126.13,126.13
1971-10-07,126.32,126.32,126.32,126.32
1971-10-08,125.72,125.72,125.72,125.72
1971-10-11,126.4,126.4,126.4,126.4
1971-10-12,126.93,126.93,126.93,126.93
1971-10-13,126.35,126.35,126.35,126.35
1971-10-14,127.99,127.99,127.99,127.99
1971-10-15,128.68,128.68,128.68,128.68
1971-10-18,129.07,129.07,129.07,129.07
1971-10-19,128.93,128.93,128.93,128.93
1971-10-20,129.47,129.47,129.47,129.47
1971-10-21,131.1,131.1,131.1,131.1
1971-10-22,130.98,130.98,130.98,130.98
1971-10-25,131.18,131.18,131.18,131.18
1971-10-26,131.06,131.06,131.06,131.06
1971-10-27,131.07,131.07,131.07,131.07
1971-10-28,130.7,130.7,130.7,130.7
1971-10-29,131.06,131.06,131.06,131.06
1971-11-01,130.87,130.87,130.87,130.87
1971-11-02,131.01,131.01,131.01,131.01
1971-11-03,131.39,131.39,131.39,131.39
1971-11-04,132.27,132.27,132.27,132.27
1971-11-05,133.41,133.41,133.41,133.41
1971-11-08,132.92,132.92,132.92,132.92
1971-11-09,132.87,132.87,132.87,132.87
1971-11-10,132.64,132.64,132.64,132.64
1971-11-11,133.12,133.12,133.12,133.12
1971-11-12,132.93,132.93,132.93,132.93
1971-11-15,133.74,133.74,133.74,133.74
1971-11-16,133.79,133.79,133.79,133.79
1971-11-17,134.89,134.89,134.89,134.89
1971-11-18,134.18,134.18,134.18,134.18
1971-11-19,134.22,134.22,134.22,134.22
1971-11-22,134.98,134.98,134.98,134.98
1971-11-23,135.22,135.22,135.22,135.22
1971-11-24,134.87,134.87,134.87,134.87
1971-11-26,134.96,134.96,134.96,134.96
1971-11-29,134.56,134.56,134.56,134.56
1971-11-30,134.5,134.5,134.5,134.5
1971-12-01,135.09,135.09,135.09,135.09
1971-12-02,135.62,135.62,135.62,135.62
1971-12-03,136.51,136.51,136.51,136.51
1971-12-06,135.99,135.99,135.99,135.99
1971-12-07,135.77,135.77,135.77,135.77
1971-12-08,135.04,135.04,135.04,135.04
1971-12-09,135.78,135.78,135.78,135.78
1971-12-10,135.97,135.97,135.97,135.97
1971-12-13,136.96,136.96,136.96,136.96
1971-12-14,136.99,136.99,136.99,136.99
1971-12-15,137.81,137.81,137.81,137.81
1971-12-16,138.18,138.18,138.18,138.18
1971-12-17,139.45,139.45,139.45,139.45
1971-12-20,138.03,138.03,138.03,138.03
1971-12-21,138.11,138.11,138.11,138.11
1971-12-22,137.87,137.87,137.87,137.87
1971-12-23,138.09,138.09,138.09,138.09
1971-12-27,138.55,138.55,138.55,138.55
1971-12-28,139.85,139.85,139.85,139.85
1971-12-29,139.23,139.23,139.23,139.23
1971-12-30,139.36,139.36,139.36,139.36
1972-01-03,138.9,138.9,138.9,138.9
1972-01-04,140.27,140.27,140.27,140.27
1972-01-05,141.55,141.55,141.55,141.55
1972-01-06,141.28,141.28,141.28,141.28
1972-01-07,141.57,141.57,141.57,141.57
1972-01-10,142.07,142.07,142.07,142.07
1972-01-11,141.96,141.96,141.96,141.96
1972-01-12,142.66,142.66,142.66,142.66
1972-01-13,144.06,144.06,144.06,144.06
1972-01-14,145.47,145.47,145.47,145.47
1972-01-17,147.11,147.11,147.11,147.11
1972-01-18,144.33,144.33,144.33,144.33
1972-01-19,144.49,144.49,144.49,144.49
1972-01-20,145.13,145.13,145.13,145.13
1972-01-21,145.69,145.69,145.69,145.69
1972-01-24,146.02,146.02,146.02,146.02
1972-01-25,147.14,147.14,147.14,147.14
1972-01-26,145.37,145.37,145.37,145.37
1972-01-27,145.95,145.95,145.95,145.95
1972-01-28,145.39,145.39,145.39,145.39
1972-01-31,144.75,144.75,144.75,144.75
1972-02-01,142.94,142.94,142.94,142.94
1972-02-02,142.29,142.29,142.29,142.29
1972-02-03,142.9,142.9,142.9,142.9
1972-02-04,143.76,143.76,143.76,143.76
1972-02-07,145.03,145.03,145.03,145.03
1972-02-08,144.98,144.98,144.98,144.98
1972-02-09,143.48,143.48,143.48,143.48
1972-02-10,142.98,142.98,142.98,142.98
1972-02-11,144.49,144.49,144.49,144.49
1972-02-14,143.47,143.47,143.47,143.47
1972-02-15,143.53,143.53,143.53,143.53
1972-02-16,143.92,143.92,143.92,143.92
1972-02-17,144.9,144.9,144.9,144.9
1972-02-18,144.94,144.94,144.94,144.94
1972-02-22,144.23,144.23,144.23,144.23
1972-02-23,144.07,144.07,144.07,144.07
1972-02-24,143.2,143.2,143.2,143.2
1972-02-25,143.94,143.94,143.94,143.94
1972-02-28,143.49,143.49,143.49,143.49
1972-02-29,144.35,144.35,144.35,144.35
1972-03-01,143.89,143.89,143.89,143.89
1972-03-02,144.22,144.22,144.22,144.22
1972-03-03,143.77,143.77,143.77,143.77
1972-03-06,144.19,144.19,144.19,144.19
1972-03-07,144.36,144.36,144.36,144.36
1972-03-08,144.54,144.54,144.54,144.54
1972-03-09,145.99,145.99,145.99,145.99
1972-03-10,147.16,147.16,147.16,147.16
1972-03-13,146.11,146.11,146.11,146.11
1972-03-14,145.1,145.1,145.1,145.1
1972-03-15,145.01,145.01,145.01,145.01
1972-03-16,145.91,145.91,145.91,145.91
1972-03-17,145.48,145.48,145.48,145.48
1972-03-20,145.74,145.74,145.74,145.74
1972-03-21,145.32,145.32,145.32,145.32
1972-03-22,145.71,145.71,145.71,145.71
1972-03-23,146.24,146.24,146.24,146.24
1972-03-24,147.11,147.11,147.11,147.11
1972-03-27,147.58,147.58,147.58,147.58
1972-03-28,147.08,147.08,147.08,147.08
1972-03-29,146.92,146.92,146.92,146.92
1972-03-30,146.26,146.26,146.26,146.26
1972-04-03,145.52,145.52,145.52,145.52
1972-04-04,146.92,146.92,146.92,146.92
1972-04-05,147.28,147.28,147.28,147.28
1972-04-06,147.44,147.44,147.44,147.44
1972-04-07,148.1,148.1,148.1,148.1
1972-04-10,148.27,148.27,148.27,148.27
1972-04-11,148.41,148.41,148.41,148.41
1972-04-12,148.91,148.91,148.91,148.91
1972-04-13,149.31,149.31,149.31,149.31
1972-04-14,148.88,148.88,148.88,148.88
1972-04-17,148.96,148.96,148.96,148.96
1972-04-18,148.06,148.06,148.06,148.06
1972-04-19,147.77,147.77,147.77,147.77
1972-04-20,148.65,148.65,148.65,148.65
1972-04-21,148.89,148.89,148.89,148.89
1972-04-24,149.32,149.32,149.32,149.32
1972-04-25,149.41,149.41,149.41,149.41
1972-04-26,150.23,150.23,150.23,150.23
1972-04-27,150.17,150.17,150.17,150.17
1972-04-28,150.54,150.54,150.54,150.54
1972-05-01,150.61,150.61,150.61,150.61
1972-05-02,150.92,150.92,150.92,150.92
1972-05-03,150.08,150.08,150.08,150.08
1972-05-04,149.92,149.92,149.92,149.92
1972-05-05,150.62,150.62,150.62,150.62
1972-05-08,151.22,151.22,151.22,151.22
1972-05-09,151.07,151.07,151.07,151.07
1972-05-10,151.56,151.56,151.56,151.56
1972-05-11,152.25,152.25,152.25,152.25
1972-05-12,152.16,152.16,152.16,152.16
1972-05-15,153.49,153.49,153.49,153.49
1972-05-16,153.85,153.85,153.85,153.85
1972-05-17,152.73,152.73,152.73,152.73
1972-05-18,153.06,153.06,153.06,153.06
1972-05-19,153.05,153.05,153.05,153.05
1972-05-22,152.66,152.66,152.66,152.66
1972-05-23,152.52,152.52,152.52,152.52
1972-05-24,153.4,153.4,153.4,153.4
1972-05-25,153.6,153.6,153.6,153.6
1972-05-26,153.41,153.41,153.41,153.41
1972-05-30,153.39,153.39,153.39,153.39
1972-05-31,154.06,154.06,154.06,154.06
